label,quote
1,a kind word is like a spring day
1,joy goes against the foundations of mathematics it multiplies when we divide
0,while its all quite tasteful to look at  the attention process tends to do a little fleeing of its own 
0,one of those decadesspanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time 
1,at the end of the day its not about what you have or even what youve accomplished its about who youve lifted up who youve made better its about what youve given back
0,so what is the point  lovingly choreographed bloodshed taking place in a pristine movie neverland  basically 
0,why  you may ask  why should you buy the movie milk when the tv cow is free  theres no good answer to that one 
1,we rise by lifting others
0,this is really just another genre picture 
1,never never be afraid to do whats right
0,a relentless  bombastic and ultimately empty world war ii action flick 
0,the script was reportedly rewritten a dozen times  either 11 times too many or else too few 
0,the movie has generic virtues  and despite a lot of involved talent  seems done by the numbers 
0,it could have been something special  but two things drag it down to mediocrity  director clare peploes misunderstanding of marivauxs rhythms  and mira sorvinos limitations as a classical actress 
1,the true meaning of life is to plant trees under whose shade you do not expect to sit
